"quant","percent","A","B","blank","read_time_one","read_and_decide_time","response","id","qq","resp","keep","fast_response","slow_response"
"Most2",86,"clidge","hensly",2684,375,718,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"Most2",94,"chadop","shaple",2304,695,890,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"Few2",64,"zetten","unfobs",6854,614,1468,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Most2",19,"raster","movell",799,1380,3067,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Most2",2,"birler","enciad",674,570,795,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Few2",59,"birler","enciad",606,702,1326,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Few2",37,"bemble","squank",420,598,1278,TRUE,9,"Few2",0,TRUE,FALSE,FALSE
"Few2",77,"russer","huttle",560,528,1358,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Most2",67,"zetten","unfobs",10579,1708,1305,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"Fewer than half2",96,"awplor","fasees",2685,933,1925,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Few2",15,"schook","jabant",900,788,1307,TRUE,9,"Few2",0,TRUE,FALSE,FALSE
"Fewer than half2",40,"cosutz","spover",914,542,1675,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Many2",91,"chulks","vulhor",2104,618,1054,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Most2",69,"middor","drooty",540,450,1699,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"More than half2",77,"shrile","athoid",772,749,1226,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",3,"werner","hurmer",441,517,2334,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",51,"werner","hurmer",1103,673,1194,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"More than half2",48,"menner","nandow",556,626,1037,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",9,"chadop","shaple",868,622,4225,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Few2",7,"middor","drooty",2337,1151,4834,TRUE,9,"Few2",0,TRUE,FALSE,FALSE
"Most2",66,"shrile","athoid",1485,695,1499,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"Most2",17,"isbant","unairs",6358,622,1822,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"More than half2",94,"puggle","entand",1944,536,1532,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Many2",91,"jallem","sildal",883,647,2083,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Most2",12,"ingell","nalill",479,491,810,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",53,"bemble","squank",509,869,1339,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Most2",85,"kustle","reshix",349,545,797,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"More than half2",85,"tiklet","hullaw",655,437,625,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Few2",82,"chadop","shaple",569,614,729,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Few2",34,"tecker","biller",348,529,2384,TRUE,9,"Few2",0,TRUE,FALSE,FALSE
"Few2",97,"devole","sholly",744,544,1064,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Few2",72,"boddle","molill",361,398,874,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",58,"pirter","secent",652,440,1974,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",96,"chevel","podden",461,430,680,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Few2",32,"puggle","entand",386,516,1863,TRUE,9,"Few2",0,TRUE,FALSE,FALSE
"Fewer than half2",93,"coppar","hunene",428,522,1234,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Most2",9,"awplor","fasees",5242,604,998,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",71,"pliper","sesare",313,465,1531,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",64,"dorder","coggon",644,423,1063,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Few2",60,"beckel","racual",623,463,912,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Many2",6,"awplor","fasees",345,551,1426,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Fewer than half2",67,"jallem","sildal",380,560,2693,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"More than half2",91,"cosutz","spover",385,513,804,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Most2",33,"pluset","stubad",588,432,2091,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Most2",61,"coamin","mucond",851,440,1414,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"Fewer than half2",57,"umpond","marire",540,396,1079,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",33,"gukbar","soarse",600,569,745,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Many2",9,"fleeve","scalfs",573,535,639,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Few2",98,"sporer","firtly",421,597,910,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Many2",48,"pengyl","sedest",497,543,1618,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Fewer than half2",1,"pengyl","sedest",450,608,1725,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",25,"mecket","plumry",642,677,996,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Few2",26,"gukbar","soarse",636,395,860,TRUE,9,"Few2",0,TRUE,FALSE,FALSE
"Most2",73,"hadder","ollidy",797,1306,1374,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"More than half2",24,"birler","enciad",503,470,745,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",3,"padnet","fanely",447,420,952,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",51,"hadder","ollidy",489,690,955,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",52,"chulks","vulhor",611,564,717,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Many2",98,"ingell","nalill",386,484,1290,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"More than half2",87,"schook","jabant",499,480,808,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",2,"sporer","firtly",749,502,724,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",27,"coamin","mucond",397,569,1117,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Many2",90,"monter","melelt",868,668,700,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Many2",64,"padnet","fanely",844,265,739,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Many2",34,"umpond","marire",750,496,669,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"More than half2",17,"ingell","nalill",455,489,594,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Few2",28,"pengyl","sedest",504,390,1323,TRUE,9,"Few2",0,TRUE,FALSE,FALSE
"Fewer than half2",51,"sporer","firtly",435,412,952,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"More than half2",16,"dorder","coggon",471,435,572,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Few2",3,"jallem","sildal",348,414,1300,TRUE,9,"Few2",0,TRUE,FALSE,FALSE
"Many2",91,"menner","nandow",564,581,693,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"More than half2",55,"clidge","hensly",310,658,1131,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",60,"pluset","stubad",361,407,1561,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",84,"birler","enciad",475,431,1010,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Most2",62,"fleeve","scalfs",525,365,895,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"Fewer than half2",47,"shrile","athoid",471,476,1180,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Few2",72,"coppar","hunene",550,606,914,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"More than half2",89,"shurry","preser",571,483,754,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",4,"tiklet","hullaw",721,643,765,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",69,"isbant","unairs",1241,1348,1132,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",41,"kustle","reshix",602,418,1160,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",1,"pobbit","spippy",600,605,684,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"Most2",76,"mecket","plumry",535,525,827,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"Fewer than half2",15,"clidge","hensly",656,611,998,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",37,"pirter","secent",761,554,1069,FALSE,9,"Most2",0,TRUE,FALSE,FALSE
"More than half2",83,"beckel","racual",524,426,761,TRUE,9,"More than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",86,"puctor","recure",451,358,1081,FALSE,9,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",28,"puctor","recure",508,445,681,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Many2",36,"russer","huttle",424,473,724,TRUE,9,"Many2",0,TRUE,FALSE,FALSE
"Many2",51,"mecket","plumry",485,452,995,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Many2",93,"isbant","unairs",470,558,906,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"More than half2",18,"bemble","squank",946,619,771,FALSE,9,"More than half2",0,TRUE,FALSE,FALSE
"Most2",60,"beckel","racual",509,375,856,TRUE,9,"Most2",1,TRUE,FALSE,FALSE
"Few2",72,"raster","movell",612,554,878,FALSE,9,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",36,"monter","melelt",637,433,1960,TRUE,9,"Fewer than half2",0,TRUE,FALSE,FALSE
"Many2",51,"boddle","molill",899,452,811,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Many2",77,"pluset","stubad",470,569,864,FALSE,9,"Many2",1,TRUE,FALSE,FALSE
"Many2",7,"hadder","ollidy",1211,1620,1171,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"More than half2",9,"ingell","nalill",494,1446,1304,FALSE,10,"More than half2",0,TRUE,FALSE,FALSE
"Few2",2,"bameta","unzast",654,1077,1284,TRUE,10,"Few2",0,TRUE,FALSE,FALSE
"Fewer than half2",7,"bemble","squank",728,3866,1160,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"More than half2",82,"middor","drooty",468,1700,871,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"More than half2",21,"sporer","firtly",556,1173,873,FALSE,10,"More than half2",0,TRUE,FALSE,FALSE
"Few2",19,"pobbit","spippy",462,1173,918,TRUE,10,"Few2",0,TRUE,FALSE,FALSE
"Many2",29,"fleeve","scalfs",481,2471,828,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"More than half2",59,"shrile","athoid",1329,952,1193,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Many2",64,"coamin","mucond",683,1252,4971,FALSE,10,"Many2",1,TRUE,FALSE,FALSE
"Few2",1,"ancits","smeath",439,749,861,TRUE,10,"Few2",0,TRUE,FALSE,FALSE
"More than half2",60,"puggle","entand",535,1112,710,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Few2",54,"chevel","podden",433,802,1183,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Few2",44,"shamer","bloifs",1954,866,3321,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"More than half2",15,"devole","sholly",546,1108,762,FALSE,10,"More than half2",0,TRUE,FALSE,FALSE
"Most2",55,"beckel","racual",479,867,1431,TRUE,10,"Most2",1,TRUE,FALSE,FALSE
"Fewer than half2",66,"pengyl","sedest",602,1372,1078,FALSE,10,"Fewer than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",26,"padnet","fanely",469,794,758,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",18,"ingell","nalill",474,728,680,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Few2",60,"gukbar","soarse",510,905,929,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",47,"pliper","sesare",433,860,1022,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"More than half2",97,"mecket","plumry",477,884,778,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Few2",83,"raster","movell",646,1569,946,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",85,"middor","drooty",392,1846,966,FALSE,10,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",74,"boddle","molill",322,826,1079,FALSE,10,"Many2",1,TRUE,FALSE,FALSE
"Most2",89,"pengyl","sedest",599,1074,794,TRUE,10,"Most2",1,TRUE,FALSE,FALSE
"Many2",35,"puctor","recure",411,839,622,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"Many2",17,"schook","jabant",411,442,693,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"Most2",9,"coppar","hunene",370,745,485,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Few2",26,"clidge","hensly",386,499,859,TRUE,10,"Few2",0,TRUE,FALSE,FALSE
"Many2",26,"middor","drooty",686,986,633,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"Fewer than half2",74,"monter","melelt",388,738,804,FALSE,10,"Fewer than half2",1,TRUE,FALSE,FALSE
"More than half2",85,"hadder","ollidy",386,1830,489,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Many2",40,"puggle","entand",449,926,684,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"Most2",33,"russer","huttle",270,762,683,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Few2",37,"puggle","entand",307,599,866,TRUE,10,"Few2",0,TRUE,FALSE,FALSE
"Most2",49,"cather","funder",364,1008,2062,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",57,"coamin","mucond",473,1634,1248,FALSE,10,"Fewer than half2",1,TRUE,FALSE,FALSE
"Few2",59,"russer","huttle",498,708,938,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Few2",67,"boddle","molill",400,665,903,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"More than half2",86,"tiklet","hullaw",331,778,574,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Few2",72,"bemble","squank",317,863,860,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",95,"fleeve","scalfs",362,832,1540,FALSE,10,"Fewer than half2",1,TRUE,FALSE,FALSE
"More than half2",11,"bameta","unzast",518,780,686,FALSE,10,"More than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",90,"strant","potind",380,719,849,FALSE,10,"Fewer than half2",1,TRUE,FALSE,FALSE
"More than half2",80,"kustle","reshix",384,371,702,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Most2",62,"schook","jabant",351,727,551,TRUE,10,"Most2",1,TRUE,FALSE,FALSE
"More than half2",17,"russer","huttle",441,776,617,FALSE,10,"More than half2",0,TRUE,FALSE,FALSE
"Many2",90,"pliper","sesare",369,756,645,FALSE,10,"Many2",1,TRUE,FALSE,FALSE
"Few2",75,"coppar","hunene",362,814,929,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Many2",74,"clidge","hensly",310,599,889,FALSE,10,"Many2",1,TRUE,FALSE,FALSE
"More than half2",37,"birler","enciad",360,750,1258,FALSE,10,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",87,"monter","melelt",322,910,553,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",21,"tecker","biller",421,1387,864,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",34,"coppar","hunene",326,1616,904,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"Few2",95,"puctor","recure",329,1362,865,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Few2",4,"shrile","athoid",402,960,800,TRUE,10,"Few2",0,TRUE,FALSE,FALSE
"Fewer than half2",37,"boddle","molill",388,977,873,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",84,"mecket","plumry",434,799,786,TRUE,10,"Most2",1,TRUE,FALSE,FALSE
"Most2",73,"chulks","vulhor",329,887,586,TRUE,10,"Most2",1,TRUE,FALSE,FALSE
"More than half2",61,"strant","potind",416,862,602,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Few2",30,"mecket","plumry",453,746,803,TRUE,10,"Few2",0,TRUE,FALSE,FALSE
"Fewer than half2",29,"russer","huttle",433,704,569,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"Many2",96,"coppar","hunene",480,849,592,FALSE,10,"Many2",1,TRUE,FALSE,FALSE
"Fewer than half2",28,"cather","funder",385,784,864,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",8,"menner","nandow",627,1273,1304,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",35,"dorder","coggon",587,2468,1002,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",13,"raster","movell",371,1068,692,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"Many2",24,"monter","melelt",411,794,564,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"Fewer than half2",86,"shamer","bloifs",410,663,769,FALSE,10,"Fewer than half2",1,TRUE,FALSE,FALSE
"More than half2",12,"raster","movell",426,892,600,FALSE,10,"More than half2",0,TRUE,FALSE,FALSE
"Most2",17,"chevel","podden",407,729,1181,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Few2",77,"coamin","mucond",508,644,722,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",83,"zetten","unfobs",361,809,678,FALSE,10,"Fewer than half2",1,TRUE,FALSE,FALSE
"Few2",68,"pluset","stubad",375,852,997,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Most2",36,"menner","nandow",287,735,786,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Most2",90,"strant","potind",379,840,543,TRUE,10,"Most2",1,TRUE,FALSE,FALSE
"Most2",51,"middor","drooty",386,657,1860,TRUE,10,"Most2",1,TRUE,FALSE,FALSE
"More than half2",56,"schook","jabant",348,968,655,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Many2",11,"birler","enciad",318,680,504,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"Many2",8,"ancits","smeath",384,685,592,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"Most2",8,"sporer","firtly",398,853,633,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",16,"sporer","firtly",398,1504,782,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",23,"pobbit","spippy",412,634,714,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"More than half2",35,"isbant","unairs",431,935,556,FALSE,10,"More than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",14,"umpond","marire",478,703,657,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",19,"chevel","podden",437,855,557,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"Most2",47,"pobbit","spippy",633,1490,1537,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Few2",78,"zetten","unfobs",407,819,850,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Few2",33,"menner","nandow",307,419,642,TRUE,10,"Few2",0,TRUE,FALSE,FALSE
"Few2",41,"tecker","biller",361,741,4373,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"More than half2",55,"pengyl","sedest",311,627,481,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Most2",23,"devole","sholly",333,646,554,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"More than half2",98,"shamer","bloifs",277,3185,491,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Few2",62,"kustle","reshix",322,841,1140,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"More than half2",8,"boddle","molill",392,684,586,FALSE,10,"More than half2",0,TRUE,FALSE,FALSE
"Few2",52,"fleeve","scalfs",338,716,1115,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",22,"jallem","sildal",290,51608,845,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"Many2",82,"tiklet","hullaw",1656,3128,654,FALSE,10,"Many2",1,TRUE,FALSE,FALSE
"Most2",60,"puggle","entand",410,845,767,TRUE,10,"Most2",1,TRUE,FALSE,FALSE
"Many2",89,"devole","sholly",247,861,751,FALSE,10,"Many2",1,TRUE,FALSE,FALSE
"Fewer than half2",97,"clidge","hensly",347,642,720,FALSE,10,"Fewer than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",88,"tiklet","hullaw",270,677,699,FALSE,10,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",37,"pengyl","sedest",308,707,538,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"Few2",98,"birler","enciad",419,713,851,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Most2",11,"jallem","sildal",303,690,658,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",40,"pluset","stubad",302,564,774,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"Few2",55,"devole","sholly",349,666,1403,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"More than half2",77,"shurry","preser",353,624,492,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Most2",34,"raster","movell",398,1019,611,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Few2",98,"jallem","sildal",331,692,745,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Few2",36,"pliper","sesare",312,664,814,TRUE,10,"Few2",0,TRUE,FALSE,FALSE
"Fewer than half2",2,"pirter","secent",316,861,2339,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"More than half2",52,"beckel","racual",711,1715,762,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Many2",32,"chevel","podden",405,834,1764,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"More than half2",28,"coppar","hunene",401,677,850,FALSE,10,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",53,"gukbar","soarse",299,711,708,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Most2",45,"umpond","marire",301,1424,1414,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Many2",7,"chulks","vulhor",357,766,516,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"Few2",70,"padnet","fanely",410,592,742,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Few2",88,"chadop","shaple",286,840,622,TRUE,10,"Few2",0,TRUE,FALSE,FALSE
"Many2",30,"werner","hurmer",1276,652,929,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"Most2",26,"tecker","biller",372,855,567,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Fewer than half2",63,"chadop","shaple",313,1507,704,FALSE,10,"Fewer than half2",1,TRUE,FALSE,FALSE
"Few2",27,"pengyl","sedest",350,729,841,TRUE,10,"Few2",0,TRUE,FALSE,FALSE
"Fewer than half2",87,"mecket","plumry",319,3593,859,FALSE,10,"Fewer than half2",1,TRUE,FALSE,FALSE
"Fewer than half2",69,"puggle","entand",451,779,1035,FALSE,10,"Fewer than half2",1,TRUE,FALSE,FALSE
"More than half2",27,"awplor","fasees",386,898,731,FALSE,10,"More than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",94,"ancits","smeath",303,2178,704,FALSE,10,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",26,"bameta","unzast",271,782,825,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"Many2",53,"chadop","shaple",335,737,2237,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"Most2",3,"isbant","unairs",486,805,598,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Many2",87,"mecket","plumry",341,832,819,FALSE,10,"Many2",1,TRUE,FALSE,FALSE
"More than half2",47,"chevel","podden",300,665,822,FALSE,10,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",88,"spunge","wenple",295,655,559,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Few2",12,"schook","jabant",359,657,873,TRUE,10,"Few2",0,TRUE,FALSE,FALSE
"Most2",64,"chadop","shaple",279,614,812,TRUE,10,"Most2",1,TRUE,FALSE,FALSE
"Most2",82,"coamin","mucond",342,608,541,TRUE,10,"Most2",1,TRUE,FALSE,FALSE
"More than half2",45,"menner","nandow",365,1056,696,FALSE,10,"More than half2",0,TRUE,FALSE,FALSE
"Few2",62,"strant","potind",356,583,896,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Fewer than half2",41,"isbant","unairs",339,652,771,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"More than half2",16,"pobbit","spippy",319,621,761,FALSE,10,"More than half2",0,TRUE,FALSE,FALSE
"Most2",10,"bameta","unzast",318,669,705,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Most2",83,"tiklet","hullaw",324,1508,582,TRUE,10,"Most2",1,TRUE,FALSE,FALSE
"More than half2",13,"padnet","fanely",319,1142,731,FALSE,10,"More than half2",0,TRUE,FALSE,FALSE
"More than half2",84,"coamin","mucond",259,1037,614,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Many2",76,"russer","huttle",294,860,964,FALSE,10,"Many2",1,TRUE,FALSE,FALSE
"Many2",24,"raster","movell",300,697,525,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"Fewer than half2",49,"ingell","nalill",305,874,917,TRUE,10,"Fewer than half2",0,TRUE,FALSE,FALSE
"More than half2",54,"zetten","unfobs",331,1928,655,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Most2",38,"awplor","fasees",413,853,556,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Many2",24,"umpond","marire",319,810,677,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"Many2",10,"bemble","squank",337,704,524,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"More than half2",25,"pirter","secent",337,873,584,FALSE,10,"More than half2",0,TRUE,FALSE,FALSE
"Fewer than half2",89,"shrile","athoid",336,736,730,FALSE,10,"Fewer than half2",1,TRUE,FALSE,FALSE
"Many2",44,"dorder","coggon",356,1212,651,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"Many2",20,"cather","funder",293,617,494,TRUE,10,"Many2",0,TRUE,FALSE,FALSE
"More than half2",89,"cosutz","spover",300,853,575,TRUE,10,"More than half2",1,TRUE,FALSE,FALSE
"Many2",67,"pluset","stubad",311,513,503,FALSE,10,"Many2",1,TRUE,FALSE,FALSE
"Most2",7,"birler","enciad",327,1001,636,FALSE,10,"Most2",0,TRUE,FALSE,FALSE
"Few2",52,"ingell","nalill",275,995,738,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Few2",45,"dorder","coggon",292,721,2186,FALSE,10,"Few2",1,TRUE,FALSE,FALSE
"Few2",19,"sporer","firtly",716,614,809,TRUE,10,"Few2",0,TRUE,FALSE,FALSE
